"ZipCode","Category","YearsAhead","AbsoluteValue","NormalizedValue","Rank","Metric"
"60644","Crime",4,4945.00000001047,0.252704516464141,7,"Total Number of Crimes"
"60636","Crime",4,4747.41176472791,0.264160295770821,9,"Total Number of Crimes"
"60653","Crime",4,1671.94117647222,0.557347655362462,32,"Total Number of Crimes"
"60615","Crime",4,2118.8823529428,0.490793284333691,26,"Total Number of Crimes"
"60621","Crime",4,4066.35294117881,0.307663880537857,12,"Total Number of Crimes"
"60609","Crime",4,1347.99999999552,0.617850665386025,38,"Total Number of Crimes"
"60628","Crime",4,6651.52941176471,0.169415875217366,5,"Total Number of Crimes"
"60827","Crime",4,724.823529410634,0.792156283152156,45,"Total Number of Crimes"
"60620","Crime",4,7080.11764707003,0.15187327614748,3,"Total Number of Crimes"
"60617","Crime",4,4792.6470588333,0.26149610781958,8,"Total Number of Crimes"
"60608","Crime",4,2301.8823529201,0.467521098244952,22,"Total Number of Crimes"
"60651","Crime",4,3985.05882353218,0.313337197948327,14,"Total Number of Crimes"
"60649","Crime",4,4262.11764705839,0.294454441283614,10,"Total Number of Crimes"
"60647","Crime",4,2196.05882352941,0.480742693550233,23,"Total Number of Crimes"
"60619","Crime",4,5941.70588236071,0.201119496727612,6,"Total Number of Crimes"
"60640","Crime",4,1709.76470587796,0.551063027467396,31,"Total Number of Crimes"
"60637","Crime",4,3906.88235293821,0.318903178252925,15,"Total Number of Crimes"
"60641","Crime",4,1836.29411765801,0.531006062920633,28,"Total Number of Crimes"
"60616","Crime",4,1787.99999999308,0.538493475199215,29,"Total Number of Crimes"
"60623","Crime",4,6791.70588235947,0.163556891365211,4,"Total Number of Crimes"
"60624","Crime",4,8185.17647060429,0.111128136882928,2,"Total Number of Crimes"
"60618","Crime",4,2004.11764705571,0.506437091506763,27,"Total Number of Crimes"
"60638","Crime",4,1037.29411764706,0.691457358888038,43,"Total Number of Crimes"
"60660","Crime",4,834.058823526605,0.752719886832993,44,"Total Number of Crimes"
"60632","Crime",4,2547.11764706405,0.439080631772434,21,"Total Number of Crimes"
"60614","Crime",4,3057.35294118614,0.387785595080604,18,"Total Number of Crimes"
"60639","Crime",4,3294.8235294095,0.366770809910505,17,"Total Number of Crimes"
"60610","Crime",4,1398.23529411608,0.607571570109253,37,"Total Number of Crimes"
"60625","Crime",4,2162.29411764706,0.485095651806573,25,"Total Number of Crimes"
"60652","Crime",4,1306.94117647036,0.62654069915472,41,"Total Number of Crimes"
"12311","Crime",4,12156.8235294016,0,1,"Total Number of Crimes"
"60622","Crime",4,1755.11764707634,0.543708123482747,30,"Total Number of Crimes"
"60629","Crime",4,4061.29411767426,0.30801360014911,13,"Total Number of Crimes"
"60626","Crime",4,1580.11764707128,0.573216535551227,33,"Total Number of Crimes"
"60642","Crime",4,1436.76470588235,0.599934948084625,35,"Total Number of Crimes"
"60643","Crime",4,2585.05882351944,0.434926766912234,19,"Total Number of Crimes"
"60659","Crime",4,1310.76470588333,0.625720009167842,40,"Total Number of Crimes"
"60633","Crime",4,482.647058823088,0.906396251050491,47,"Total Number of Crimes"
"60646","Crime",4,445.058823530661,0.929174203900729,48,"Total Number of Crimes"
"60612","Crime",4,3365.88235295497,0.360776358109642,16,"Total Number of Crimes"
